wbsendit__Activity__c,ACTIVITY_DATE,ACTIVITY_REPORT,BOUNCE_REASON,Name,wbsendit__Campaign_ID__c,CITY,COMPOUND_KEY,wbsendit__Contact__c,COUNTRY_CODE,COUNTRY_NAME,CREATED_BY,EMAIL_ADDRESS,IP_ADDRESS,LAST_MODIFIED_BY,LEAD,LOCATION,OWNER,REGION,URL_CLICKED
Bounced,2020-04-20T17:59:11.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100160&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 60,CM100160,New York,CM100160 user60@example.org 2025-04-17 14:05:19.397,A0060,US,United States,,user60@example.org,,,,,,New York,http://mfbhope24.givesmart.com/60
,2020-03-06T04:20:01.000Z,,,Campaign 455,CM100145,,CM100145 user455@example.org 2025-04-17 14:05:19.397,A0455,US,United States,,user455@example.org,,,,,,California,http://mfbhope24.givesmart.com/455
Opened,2020-02-01T00:14:40.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100176&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 76,CM100176,Chicago,CM100176 user76@example.org 2025-04-17 14:05:19.397,A0076,US,United States,,user76@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/76
,2020-03-18T09:53:21.000Z,,,Campaign 92,CM100192,,CM100192 user92@example.org 2025-04-17 14:05:19.397,A0092,US,United States,,user92@example.org,,,,,,California,http://mfbhope24.givesmart.com/92
,2020-02-18T05:24:01.000Z,,,Campaign 108,CM100110,New York,CM100110 user108@example.org 2025-04-17 14:05:19.397,A0108,US,United States,,user108@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/108
Unsubscribed,2020-01-10T12:05:06.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100112&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 124,CM100112,Houston,CM100112 user124@example.org 2025-04-17 14:05:19.397,A0124,US,United States,,user124@example.org,,,,,,New York,http://mfbhope24.givesmart.com/124
,2020-02-20T02:19:38.000Z,,,Campaign 140,CM100114,New York,CM100114 user140@example.org 2025-04-17 14:05:19.397,A0140,US,United States,,user140@example.org,,,,,,,http://mfbhope24.givesmart.com/140
Bounced,2020-04-08T10:31:16.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100115&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 156,CM100115,Chicago,CM100115 user156@example.org 2025-04-17 14:05:19.397,A0156,US,United States,,user156@example.org,,,,,,California,http://mfbhope24.givesmart.com/156
,2020-02-18T14:31:24.000Z,,,Campaign 172,CM100117,Chicago,CM100117 user172@example.org 2025-04-17 14:05:19.397,A0172,US,United States,,user172@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/172
Opened,2020-01-06T23:04:27.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100118&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 188,CM100118,Phoenix,CM100118 user188@example.org 2025-04-17 14:05:19.397,A0188,US,United States,,user188@example.org,,,,,,New York,http://mfbhope24.givesmart.com/188
Clicked,2020-01-30T06:00:54.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100120&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 204,CM100120,Houston,CM100120 user204@example.org 2025-04-17 14:05:19.397,A0204,US,United States,,user204@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/204
Opened,2020-01-14T21:16:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100122&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 220,CM100122,Chicago,CM100122 user220@example.org 2025-04-17 14:05:19.397,A0220,US,United States,,user220@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/220
Clicked,2020-03-09T12:58:54.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100123&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 236,CM100123,Chicago,CM100123 user236@example.org 2025-04-17 14:05:19.397,A0236,US,United States,,user236@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/236
Opened,2020-04-25T06:06:11.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100125&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 252,CM100125,Phoenix,CM100125 user252@example.org 2025-04-17 14:05:19.397,A0252,US,United States,,user252@example.org,,,,,,New York,http://mfbhope24.givesmart.com/252
,2020-01-14T07:11:49.000Z,,,Campaign 268,CM100126,Chicago,CM100126 user268@example.org 2025-04-17 14:05:19.397,A0268,US,United States,,user268@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/268
Bounced,2020-01-06T08:32:27.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100128&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 284,CM100128,Houston,CM100128 user284@example.org 2025-04-17 14:05:19.397,A0284,US,United States,,user284@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/284
Opened,2020-02-11T10:16:56.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100130&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 300,CM100130,,CM100130 user300@example.org 2025-04-17 14:05:19.397,A0300,US,United States,,user300@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/300
Opened,2020-02-04T06:47:53.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100131&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 316,CM100131,Los Angeles,CM100131 user316@example.org 2025-04-17 14:05:19.397,A0316,US,United States,,user316@example.org,,,,,,,http://mfbhope24.givesmart.com/316
Clicked,2020-02-26T01:14:17.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100133&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 332,CM100133,,CM100133 user332@example.org 2025-04-17 14:05:19.397,A0332,US,United States,,user332@example.org,,,,,,California,http://mfbhope24.givesmart.com/332
Unsubscribed,2020-01-30T21:33:55.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100134&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 348,CM100134,Phoenix,CM100134 user348@example.org 2025-04-17 14:05:19.397,A0348,US,United States,,user348@example.org,,,,,,New York,http://mfbhope24.givesmart.com/348
Clicked,2020-04-14T07:27:43.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100136&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 364,CM100136,Houston,CM100136 user364@example.org 2025-04-17 14:05:19.397,A0364,US,United States,,user364@example.org,,,,,,New York,http://mfbhope24.givesmart.com/364
Unsubscribed,2020-02-14T14:51:21.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100138&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 380,CM100138,Chicago,CM100138 user380@example.org 2025-04-17 14:05:19.397,A0380,US,United States,,user380@example.org,,,,,,New York,http://mfbhope24.givesmart.com/380
Unsubscribed,2020-02-15T18:49:41.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100139&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 396,CM100139,Los Angeles,CM100139 user396@example.org 2025-04-17 14:05:19.397,A0396,US,United States,,user396@example.org,,,,,,,http://mfbhope24.givesmart.com/396
Clicked,2020-04-11T06:26:22.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100141&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 412,CM100141,Phoenix,CM100141 user412@example.org 2025-04-17 14:05:19.397,A0412,US,United States,,user412@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/412
Opened,2020-04-19T03:06:26.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100144&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 444,CM100144,Chicago,CM100144 user444@example.org 2025-04-17 14:05:19.397,A0444,US,United States,,user444@example.org,,,,,,California,http://mfbhope24.givesmart.com/444
Clicked,2020-02-23T15:17:51.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100146&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 460,CM100146,Chicago,CM100146 user460@example.org 2025-04-17 14:05:19.397,A0460,US,United States,,user460@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/460
Clicked,2020-04-24T23:48:23.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100147&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 476,CM100147,Los Angeles,CM100147 user476@example.org 2025-04-17 14:05:19.397,A0476,US,United States,,user476@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/476
Opened,2020-03-01T22:47:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100149&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 492,CM100149,Phoenix,CM100149 user492@example.org 2025-04-17 14:05:19.397,A0492,US,United States,,user492@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/492
Bounced,2020-02-15T23:42:01.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100150&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 508,CM100150,Phoenix,CM100150 user508@example.org 2025-04-17 14:05:19.397,A0508,US,United States,,user508@example.org,,,,,,California,http://mfbhope24.givesmart.com/508
Clicked,2020-02-09T18:52:54.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100152&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 524,CM100152,Houston,CM100152 user524@example.org 2025-04-17 14:05:19.397,A0524,US,United States,,user524@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/524
Clicked,2020-03-05T15:35:28.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100154&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 540,CM100154,Los Angeles,CM100154 user540@example.org 2025-04-17 14:05:19.397,A0540,US,United States,,user540@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/540
Opened,2020-01-11T15:21:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100155&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 556,CM100155,Houston,CM100155 user556@example.org 2025-04-17 14:05:19.397,A0556,US,United States,,user556@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/556
Unsubscribed,2020-02-19T23:24:12.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100157&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 572,CM100157,Phoenix,CM100157 user572@example.org 2025-04-17 14:05:19.397,A0572,US,United States,,user572@example.org,,,,,,,http://mfbhope24.givesmart.com/572
,2020-03-08T14:50:14.000Z,,,Campaign 588,CM100158,Houston,CM100158 user588@example.org 2025-04-17 14:05:19.397,A0588,US,United States,,user588@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/588
Unsubscribed,2020-03-08T03:43:37.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100160&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 604,CM100160,Los Angeles,CM100160 user604@example.org 2025-04-17 14:05:19.397,A0604,US,United States,,user604@example.org,,,,,,New York,http://mfbhope24.givesmart.com/604
Clicked,2020-02-15T15:17:28.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100162&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 620,CM100162,,CM100162 user620@example.org 2025-04-17 14:05:19.397,A0620,US,United States,,user620@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/620
Opened,2020-03-09T01:03:55.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100163&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 631,CM100163,Phoenix,CM100163 user631@example.org 2025-04-17 14:05:19.397,A0631,US,United States,,user631@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/631
Clicked,2020-02-01T10:53:09.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100166&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 663,CM100166,Phoenix,CM100166 user663@example.org 2025-04-17 14:05:19.397,A0663,US,United States,,user663@example.org,,,,,,California,http://mfbhope24.givesmart.com/663
,2020-04-04T19:12:58.000Z,,,Campaign 679,CM100167,Chicago,CM100167 user679@example.org 2025-04-17 14:05:19.397,A0679,US,United States,,user679@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/679
Bounced,2020-01-29T14:50:30.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100169&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 695,CM100169,Phoenix,CM100169 user695@example.org 2025-04-17 14:05:19.397,A0695,US,United States,,user695@example.org,,,,,,New York,http://mfbhope24.givesmart.com/695
Opened,2020-04-13T06:20:41.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100171&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 711,CM100171,Phoenix,CM100171 user711@example.org 2025-04-17 14:05:19.397,A0711,US,United States,,user711@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/711
,2020-03-22T18:41:39.000Z,,,Campaign 727,CM100172,New York,CM100172 user727@example.org 2025-04-17 14:05:19.397,A0727,US,United States,,user727@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/727
Unsubscribed,2020-04-23T11:56:17.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100174&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 743,CM100174,Houston,CM100174 user743@example.org 2025-04-17 14:05:19.397,A0743,US,United States,,user743@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/743
Opened,2020-02-13T09:51:58.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100175&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 759,CM100175,,CM100175 user759@example.org 2025-04-17 14:05:19.397,A0759,US,United States,,user759@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/759
Clicked,2020-02-11T23:00:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100177&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 775,CM100177,Chicago,CM100177 user775@example.org 2025-04-17 14:05:19.397,A0775,US,United States,,user775@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/775
Opened,2020-02-28T23:55:30.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100179&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 791,CM100179,Houston,CM100179 user791@example.org 2025-04-17 14:05:19.397,A0791,US,United States,,user791@example.org,,,,,,New York,http://mfbhope24.givesmart.com/791
,2020-03-17T10:50:03.000Z,,,Campaign 807,CM100180,,CM100180 user807@example.org 2025-04-17 14:05:19.397,A0807,US,United States,,user807@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/807
Opened,2020-02-08T17:54:34.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100182&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 823,CM100182,Los Angeles,CM100182 user823@example.org 2025-04-17 14:05:19.397,A0823,US,United States,,user823@example.org,,,,,,New York,http://mfbhope24.givesmart.com/823
Opened,2020-01-01T18:47:46.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100183&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 839,CM100183,,CM100183 user839@example.org 2025-04-17 14:05:19.397,A0839,US,United States,,user839@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/839
Opened,2020-04-01T09:04:33.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100185&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 855,CM100185,Phoenix,CM100185 user855@example.org 2025-04-17 14:05:19.397,A0855,US,United States,,user855@example.org,,,,,,New York,http://mfbhope24.givesmart.com/855
,2020-02-08T07:48:25.000Z,,,Campaign 871,CM100187,Los Angeles,CM100187 user871@example.org 2025-04-17 14:05:19.397,A0871,US,United States,,user871@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/871
Unsubscribed,2020-01-22T06:40:20.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100188&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 887,CM100188,Phoenix,CM100188 user887@example.org 2025-04-17 14:05:19.397,A0887,US,United States,,user887@example.org,,,,,,New York,http://mfbhope24.givesmart.com/887
Unsubscribed,2020-02-05T14:33:45.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100190&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 903,CM100190,Phoenix,CM100190 user903@example.org 2025-04-17 14:05:19.397,A0903,US,United States,,user903@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/903
,2020-04-14T01:20:03.000Z,,,Campaign 919,CM100191,Los Angeles,CM100191 user919@example.org 2025-04-17 14:05:19.397,A0919,US,United States,,user919@example.org,,,,,,,http://mfbhope24.givesmart.com/919
Bounced,2020-01-12T21:53:28.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100193&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 935,CM100193,Houston,CM100193 user935@example.org 2025-04-17 14:05:19.397,A0935,US,United States,,user935@example.org,,,,,,California,http://mfbhope24.givesmart.com/935
Bounced,2020-02-19T07:33:33.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100198&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 983,CM100198,Chicago,CM100198 user983@example.org 2025-04-17 14:05:19.397,A0983,US,United States,,user983@example.org,,,,,,Florida,http://mfbhope24.givesmart.com/983
Unsubscribed,2020-01-31T00:12:05.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100199&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 999,CM100199,,CM100199 user999@example.org 2025-04-17 14:05:19.397,A0999,US,United States,,user999@example.org,,,,,,New York,http://mfbhope24.givesmart.com/999
Unsubscribed,2020-02-13T11:35:03.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100101&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 1,CM100101,Phoenix,CM100101 user1@example.org 2025-04-17 14:05:19.397,A0001,US,United States,,user1@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/1
Unsubscribed,2020-04-10T12:39:42.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100117&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 17,CM100117,Phoenix,CM100117 user17@example.org 2025-04-17 14:05:19.397,A0017,US,United States,,user17@example.org,,,,,,New York,http://mfbhope24.givesmart.com/17
Opened,2020-01-26T03:14:15.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100133&wbsendit_reportId=Opened"" target=""_self"">Opened</a>",,Campaign 33,CM100133,Los Angeles,CM100133 user33@example.org 2025-04-17 14:05:19.397,A0033,US,United States,,user33@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/33
,2020-03-03T06:05:54.000Z,,,Campaign 49,CM100149,,CM100149 user49@example.org 2025-04-17 14:05:19.397,A0049,US,United States,,user49@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/49
Clicked,2020-02-27T05:15:31.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100165&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 65,CM100165,,CM100165 user65@example.org 2025-04-17 14:05:19.397,A0065,US,United States,,user65@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/65
Unsubscribed,2020-04-15T20:12:23.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100181&wbsendit_reportId=Unsubscribed"" target=""_self"">Unsubscribed</a>",,Campaign 81,CM100181,Chicago,CM100181 user81@example.org 2025-04-17 14:05:19.397,A0081,US,United States,,user81@example.org,,,,,,California,http://mfbhope24.givesmart.com/81
Clicked,2020-03-29T17:09:03.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100197&wbsendit_reportId=Clicked"" target=""_self"">Clicked</a>",,Campaign 97,CM100197,,CM100197 user97@example.org 2025-04-17 14:05:19.397,A0097,US,United States,,user97@example.org,,,,,,Illinois,http://mfbhope24.givesmart.com/97
,2020-03-04T10:46:16.000Z,,,Campaign 113,CM100111,Phoenix,CM100111 user113@example.org 2025-04-17 14:05:19.397,A0113,US,United States,,user113@example.org,,,,,,,http://mfbhope24.givesmart.com/113
Bounced,2020-01-05T06:47:35.000Z,"/apex/wbsendit_SendItReports?wbsenditcampaignId=CM100114&wbsendit_reportId=Bounced"" target=""_self"">Bounced</a>",,Campaign 145,CM100114,Los Angeles,CM100114 user145@example.org 2025-04-17 14:05:19.397,A0145,US,United States,,user145@example.org,,,,,,Texas,http://mfbhope24.givesmart.com/145
